date,close,future_return_5d,signal,ret_1d,vol,signal_eff,raw_trade_ret,sl,tp,clipped_ret,effective_ret,strategy_return,equity
2020-11-11,40.61,1.859147993105147,0,-0.5418030012411148,0.47666626000182777,0.0,0.0,0.23833313000091388,0.7149993900027416,0.0,0.0,0.0,1.0
2020-11-18,68.13,0.0697196536034052,1,0.6776655996060084,0.48229552271608306,0.0,0.0,0.24114776135804153,0.7234432840741246,0.0,0.0,0.0,1.0
2020-11-25,83.13,0.272825694695056,1,0.22016732716864817,0.4816235923322714,1.0,0.272825694695056,0.2408117961661357,0.7224353884984072,0.272825694695056,0.267825694695056,0.00803477084085168,1.0080347708408517
2020-12-02,54.49,-0.0192695907505965,0,-0.3445206303380247,0.4809495134793349,1.0,-0.0192695907505965,0.24047475673966745,0.7214242702190024,-0.0192695907505965,-0.024269590750596502,-0.000728087722517895,1.0073008331003312
2020-12-09,60.53,0.4632413679167353,1,0.1108460267939071,0.4789360293474589,0.0,0.0,0.23946801467372944,0.7184040440211883,0.0,0.0,0.0,1.0073008331003312
2020-12-16,116.11,-0.5614503488071656,0,0.9182223690731868,0.4961738319015312,1.0,-0.5614503488071656,0.2480869159507656,0.7442607478522968,-0.2480869159507656,-0.2530869159507656,-0.007592607478522968,0.9996527932618112
2020-12-23,72.88,-0.3102360043907792,0,-0.37231935233829994,0.5011857516880329,0.0,-0.0,0.25059287584401646,0.7517786275320494,-0.0,0.0,0.0,0.9996527932618112
2020-12-30,105.81,0.054153671675645,0,0.4518386388583975,0.4968771186976436,0.0,0.0,0.2484385593488218,0.7453156780464654,0.0,0.0,0.0,0.9996527932618112
2021-01-06,53.44,-0.1502619760479042,0,-0.49494376712976096,0.5031577949578412,0.0,-0.0,0.2515788974789206,0.7547366924367618,-0.0,0.0,0.0,0.9996527932618112
2021-01-13,88.57,-0.2553912159873546,0,0.657372754491018,0.4987166485328848,0.0,-0.0,0.2493583242664424,0.7480749727993272,-0.0,0.0,0.0,0.9996527932618112
2021-01-20,50.92,0.5164964650432049,0,-0.425087501411313,0.5051734294619772,0.0,0.0,0.2525867147309886,0.7577601441929658,0.0,0.0,0.0,0.9996527932618112
2021-01-27,50.27,0.6484981102048935,1,-0.012765121759622855,0.5027893419668704,0.0,0.0,0.2513946709834352,0.7541840129503057,0.0,0.0,0.0,0.9996527932618112
2021-02-03,111.54,0.0235789851174466,1,1.2188183807439823,0.5252426469950353,1.0,0.0235789851174466,0.26262132349751766,0.787863970492553,0.0235789851174466,0.0185789851174466,0.000557369553523398,1.00020996929287
2021-02-10,45.41,1.3642369522131692,1,-0.5928814774968622,0.5372969325417982,1.0,1.3642369522131692,0.2686484662708991,0.8059453988126973,0.8059453988126973,0.8009453988126973,0.02402836196438092,1.0242433764754215
2021-02-17,65.95,0.5551175132676269,1,0.45232327681127527,0.5111175081410927,1.0,0.5551175132676269,0.25555875407054635,0.766676262211639,0.5551175132676269,0.5501175132676269,0.016503525398028806,1.0411470030528465
2021-02-24,77.22,0.4887334887334886,1,0.17088703563305518,0.5023225127890116,1.0,0.4887334887334886,0.2511612563945058,0.7534837691835174,0.4887334887334886,0.4837334887334886,0.014512004662004658,1.0562561332149816
2021-03-03,82.87,0.3702184143839748,1,0.07316757316757316,0.5023071763790755,1.0,0.3702184143839748,0.25115358818953776,0.7534607645686133,0.3702184143839748,0.3652184143839748,0.010956552431519244,1.0678290589196653
2021-03-10,114.17,-0.0768152754664096,0,0.377700012067093,0.5041249621002912,1.0,-0.0768152754664096,0.2520624810501456,0.7561874431504368,-0.0768152754664096,-0.0818152754664096,-0.0024544582639922877,1.065208117061469
2021-03-17,107.36,-0.5671572280178838,0,-0.05964789349216082,0.5009233379433741,0.0,-0.0,0.25046166897168703,0.7513850069150612,-0.0,0.0,0.0,1.065208117061469
2021-03-24,102.56,0.0315912636505459,0,-0.04470938897168397,0.5009323586038731,0.0,0.0,0.25046617930193654,0.7513985379058097,0.0,0.0,0.0,1.065208117061469
2021-03-31,114.96,-0.5303583855254002,0,0.12090483619344772,0.4792753793740946,0.0,-0.0,0.2396376896870473,0.7189130690611418,-0.0,0.0,0.0,1.065208117061469
2021-04-07,113.55,-0.5525319242624394,0,-0.012265135699373708,0.4795673589426971,0.0,-0.0,0.23978367947134854,0.7193510384140456,-0.0,0.0,0.0,1.065208117061469
2021-04-14,105.4,-0.2869070208728653,0,-0.07177454865697919,0.4749415188136384,0.0,-0.0,0.2374707594068192,0.7124122782204576,-0.0,0.0,0.0,1.065208117061469
2021-04-21,46.47,-0.0335700451904454,0,-0.5591081593927894,0.4859496711812132,0.0,-0.0,0.2429748355906066,0.7289245067718197,-0.0,0.0,0.0,1.065208117061469
2021-04-28,105.8,0.1218336483931947,0,1.2767376802238002,0.5199639723283301,0.0,0.0,0.25998198616416507,0.7799459584924953,0.0,0.0,0.0,1.065208117061469
2021-05-05,53.99,-0.1668827560659382,0,-0.4896975425330813,0.5216638263998374,0.0,-0.0,0.2608319131999187,0.7824957395997562,-0.0,0.0,0.0,1.065208117061469
2021-05-12,50.81,0.6170045266679787,1,-0.05889979625856634,0.5210792849763394,0.0,0.0,0.2605396424881697,0.7816189274645091,0.0,0.0,0.0,1.065208117061469
2021-05-19,75.16,-0.02700904736562,0,0.47923637079315085,0.4822313060789852,1.0,-0.02700904736562,0.2411156530394926,0.7233469591184778,-0.02700904736562,-0.03200904736562,-0.0009602714209685999,1.064185228149271
2021-05-26,44.91,-0.0750389668225338,0,-0.4024747205960617,0.4842614910289608,0.0,-0.0,0.2421307455144804,0.7263922365434412,-0.0,0.0,0.0,1.064185228149271
2021-06-02,118.69,-0.5003791389333558,0,1.642841238031619,0.5387160819565855,0.0,-0.0,0.26935804097829275,0.8080741229348782,-0.0,0.0,0.0,1.064185228149271
2021-06-09,44.98,0.6974210760337929,0,-0.6210295728368018,0.5512728000255307,0.0,0.0,0.27563640001276535,0.826909200038296,0.0,0.0,0.0,1.064185228149271
2021-06-16,82.16,-0.0496592015579356,0,0.8265895953757225,0.5439095328860357,0.0,-0.0,0.27195476644301786,0.8158642993290536,-0.0,0.0,0.0,1.064185228149271
2021-06-23,73.13,0.4077669902912622,1,-0.10990749756572549,0.5434017466681361,0.0,0.0,0.27170087333406806,0.8151026200022042,0.0,0.0,0.0,1.064185228149271
2021-06-30,41.54,1.6995666827154552,1,-0.43197046355804725,0.5495752406725742,1.0,1.6995666827154552,0.2747876203362871,0.8243628610088614,0.8243628610088614,0.8193628610088614,0.02458088583026584,1.0903438437446635
2021-07-07,59.3,-0.2355817875210792,0,0.42753972075108315,0.5461753604153149,1.0,-0.2355817875210792,0.27308768020765745,0.8192630406229724,-0.2355817875210792,-0.2405817875210792,-0.007217453625632375,1.0824743376164425
2021-07-14,76.35,-0.3872953503601832,0,0.28752107925801007,0.5441303041130491,0.0,-0.0,0.27206515205652454,0.8161954561695737,-0.0,0.0,0.0,1.0824743376164425
2021-07-21,78.08,-0.1257684426229507,0,0.022658808120497698,0.5433056329711705,0.0,-0.0,0.27165281648558526,0.8149584494567558,-0.0,0.0,0.0,1.0824743376164425
2021-07-28,102.95,-0.535016998542982,0,0.31851946721311486,0.5432703956934879,0.0,-0.0,0.27163519784674395,0.8149055935402318,-0.0,0.0,0.0,1.0824743376164425
2021-08-04,112.14,-0.4324950954164437,0,0.08926663428848958,0.5419163920716938,0.0,-0.0,0.2709581960358469,0.8128745881075408,-0.0,0.0,0.0,1.0824743376164425
2021-08-11,45.33,1.249503639973527,0,-0.595773140716961,0.5540215749154135,0.0,0.0,0.27701078745770674,0.8310323623731202,0.0,0.0,0.0,1.0824743376164425
2021-08-18,46.78,1.5309961522017956,1,0.03198764615045224,0.5439297117104018,0.0,0.0,0.2719648558552009,0.8158945675656027,0.0,0.0,0.0,1.0824743376164425
2021-08-25,68.26,-0.017579841781424,0,0.4591705857203934,0.5393545719642164,1.0,-0.017579841781424,0.2696772859821082,0.8090318579463247,-0.017579841781424,-0.022579841781424,-0.0006773952534427201,1.0817410746381677
2021-09-01,47.87,1.4117401295174434,1,-0.29871081160269564,0.5431927393934936,0.0,0.0,0.2715963696967468,0.8147891090902404,0.0,0.0,0.0,1.0817410746381677
2021-09-08,63.64,0.6543054682589566,1,0.32943388343430136,0.5391578137558688,1.0,0.6543054682589566,0.2695789068779344,0.8087367206338032,0.6543054682589566,0.6493054682589566,0.0194791640477687,1.1028124864882543
2021-09-15,101.97,0.0528586839266451,1,0.602294154619736,0.544349152603829,1.0,0.0528586839266451,0.2721745763019145,0.8165237289057434,0.0528586839266451,0.0478586839266451,0.001435760517799353,1.10439586111489
